Sr. No.,State,Work,Work ID,IDA,Hon'ble Members of Parliament,Elected/Nominated,Expenditure Date,Vendor Name,Payment Status,Fund Disbursed Amount ( ₹ )
7106,Uttar Pradesh,Lighting of public spaces,WS/MP202/2025-2026/199187,JAUNPUR(DISTRICT MAGISTRATE JAUNPUR_IDA),Smt. Seema Dwivedi (2020-26) (2020-2026),Elected MP,,Rishab Enterprises,Payment Success,197803
7107,Uttar Pradesh,Lighting of public spaces,WS/MP202/2025-2026/199188,JAUNPUR(DISTRICT MAGISTRATE JAUNPUR_IDA),Smt. Seema Dwivedi (2020-26) (2020-2026),Elected MP,,Rishab Enterprises,Payment Success,197803
7108,Uttar Pradesh,Lighting of public spaces,WS/MP202/2025-2026/199205,JAUNPUR(DISTRICT MAGISTRATE JAUNPUR_IDA),Smt. Seema Dwivedi (2020-26) (2020-2026),Elected MP,,Rishab Enterprises,Payment Success,197803
7109,Himachal Pradesh,Construction of bus-sheds or bus-stops,WS/MP18304/2025-2026/213091,SHIMLA(DEPUTY COMMISSIONER SHIMLA_IDA),Shri Harsh Mahajan (2024-30) (2024-2030),Elected MP,,GP Jais,Payment Success,100000
7110,Himachal Pradesh,Construction of community centers and community halls,WS/MP078/2025-2026/201610,SHIMLA(DEPUTY COMMISSIONER SHIMLA_IDA),Dr. Sikander Kumar (2022-28) (2022-2028),Elected MP,,GP Pargaiya,Payment Success,100000
7111,Himachal Pradesh,"Construction of roads, link roads, pathways or any other road with or without drainage system",WS/MP18304/2025-2026/221020,SHIMLA(DEPUTY COMMISSIONER SHIMLA_IDA),Shri Harsh Mahajan (2024-30) (2024-2030),Elected MP,,GP Sandhu,Payment Success,150000
7112,Himachal Pradesh,"Construction of roads, link roads, pathways or any other road with or without drainage system",WS/MP18304/2025-2026/190409,SHIMLA(DEPUTY COMMISSIONER SHIMLA_IDA),Shri Harsh Mahajan (2024-30) (2024-2030),Elected MP,,GP ShadiMatiyana,Payment Success,100000
7113,Telangana,Construction of community centers and community halls,WS/MP171/2025-2026/191144,Jagitial(DISTRICT COLLECTOR JAGTIAL_IDA),Shri Ravi Chandra Vaddiraju (2024-30) (2024-2030),Elected MP,,M Shashank,Payment Success,2191493
7114,Telangana,Construction of community centers and community halls,WS/MP171/2025-2026/191144,Jagitial(DISTRICT COLLECTOR JAGTIAL_IDA),Shri Ravi Chandra Vaddiraju (2024-30) (2024-2030),Elected MP,,M Shashank,Payment Success,788117
7115,West Bengal,Construction of rooms and halls in school and colleges,WS/MP18383/2025-2026/177017,Jhargram(DISTRICT MAGISTRATE JHARGRAM_IDA),Shri Samik Bhattacharya (2024-30) (2024-2030),Elected MP,,Ananda Mohan Sui,Payment Success,1949720
7116,West Bengal,Construction of rooms and halls in school and colleges,WS/MP18383/2025-2026/177017,Jhargram(DISTRICT MAGISTRATE JHARGRAM_IDA),Shri Samik Bhattacharya (2024-30) (2024-2030),Elected MP,,Ananda Mohan Sui,Payment Success,1050280
7117,Assam,Construction of boundary walls of existing public and community buildings,WS/MP831/2026-2027/218039,CHIRANG(Deputy Commissioner Chirang_IDA),Shri Rwngwra Narzary (2022-28) (2022-2028),Elected MP,,Ansumwi Narzary,Payment Success,750000
7118,Assam,Construction of boundary walls of existing public and community buildings,WS/MP831/2026-2027/218039,CHIRANG(Deputy Commissioner Chirang_IDA),Shri Rwngwra Narzary (2022-28) (2022-2028),Elected MP,,Ansumwi Narzary,Payment Success,250000
7119,Assam,Construction of public irrigation facilities,WS/MP831/2025-2026/177157,CHIRANG(Deputy Commissioner Chirang_IDA),Shri Rwngwra Narzary (2022-28) (2022-2028),Elected MP,,Ansumwi Narzary,Payment Success,1125000
7120,Assam,Construction of public irrigation facilities,WS/MP831/2025-2026/177157,CHIRANG(Deputy Commissioner Chirang_IDA),Shri Rwngwra Narzary (2022-28) (2022-2028),Elected MP,,Ansumwi Narzary,Payment Success,359837
7121,Rajasthan,"Construction of roads, link roads, pathways or any other road with or without drainage system",WS/MP146/2025-2026/198370,Didwana-Kuchaman(DISTRICT COLLECTOR Didwana Kuchaman_IDA),Shri Mukul Wasnik (2022-28) (2022-2028),Elected MP,,SHRI DEV CONSTRUCTION COMPANY,Payment Success,200624
7122,Rajasthan,Installing tube-wells and borewells,WS/MP146/2025-2026/198371,Didwana-Kuchaman(DISTRICT COLLECTOR Didwana Kuchaman_IDA),Shri Mukul Wasnik (2022-28) (2022-2028),Elected MP,,SHRI DEV CONSTRUCTION COMPANY,Payment Success,380355
7123,Rajasthan,"Construction of roads, link roads, pathways or any other road with or without drainage system",WS/MP146/2025-2026/198369,Didwana-Kuchaman(DISTRICT COLLECTOR Didwana Kuchaman_IDA),Shri Mukul Wasnik (2022-28) (2022-2028),Elected MP,,SHRI DEV CONSTRUCTION COMPANY,Payment Success,685350
7124,Rajasthan,"Construction of roads, link roads, pathways or any other road with or without drainage system",WS/MP146/2025-2026/198369,Didwana-Kuchaman(DISTRICT COLLECTOR Didwana Kuchaman_IDA),Shri Mukul Wasnik (2022-28) (2022-2028),Elected MP,,SHRI DEV CONSTRUCTION COMPANY,Payment Success,199385
7125,Rajasthan,"Construction of roads, link roads, pathways or any other road with or without drainage system",WS/MP146/2025-2026/198370,Didwana-Kuchaman(DISTRICT COLLECTOR Didwana Kuchaman_IDA),Shri Mukul Wasnik (2022-28) (2022-2028),Elected MP,,SHRI DEV CONSTRUCTION COMPANY,Payment Success,655298
7126,Madhya Pradesh,"Construction of roads, link roads, pathways or any other road with or without drainage system",WS/MP18297/2025-2026/210410,UJJAIN(DISTRICT COLLECTOR UJJAIN_IDA),Shri Balyogi Umeshnath (2024-30) (2024-2030),Elected MP,,Gram Panchayat Limboda,Payment Success,600000
7127,Madhya Pradesh,"Construction of roads, link roads, pathways or any other road with or without drainage system",WS/MP18297/2025-2026/210410,UJJAIN(DISTRICT COLLECTOR UJJAIN_IDA),Shri Balyogi Umeshnath (2024-30) (2024-2030),Elected MP,,Gram Panchayat Limboda,Payment Success,400000
7128,Rajasthan,Construction of rooms and halls in school and colleges,WS/MP18285/2025-2026/205726,PRATAPGARH(DISTRICT COLLECTOR PRATAPGARH_IDA),Shri Chunnilal Garasiya (2024-30) (2024-2030),Elected MP,,HAPPY ENTERPRISES,Payment Success,300685
7129,Rajasthan,Construction of rooms and halls in school and colleges,WS/MP18285/2025-2026/205726,PRATAPGARH(DISTRICT COLLECTOR PRATAPGARH_IDA),Shri Chunnilal Garasiya (2024-30) (2024-2030),Elected MP,,HAPPY ENTERPRISES,Payment Success,371760
7130,Rajasthan,Construction of rooms and halls in school and colleges,WS/MP18285/2025-2026/205726,PRATAPGARH(DISTRICT COLLECTOR PRATAPGARH_IDA),Shri Chunnilal Garasiya (2024-30) (2024-2030),Elected MP,,HAPPY ENTERPRISES,Payment Success,191905
7131,Karnataka,Construction of public toilets and bathrooms,WS/MP086/2025-2026/166599,KAITHAL(DC CUM NODAL OFFICERS MPLADS),Shri G.C. Chandrashekhar (2024-30) (2024-2030),Elected MP,,THE RAJDHAN CO OP L C SOCIETY LTD,Payment Success,210097
7132,Uttar Pradesh,"Construction of roads, link roads, pathways or any other road with or without drainage system",WS/MP18317/2025-2026/166215,GHAZIPUR(DISTRICT MAGISTRAE GHAZIPUR_IDA),Dr. Sangeeta Balwant (2024-30) (2024-2030),Elected MP,,PRAKASH CONSTRUCTION CHAWANILINE,Payment Success,362730
7133,Uttar Pradesh,"Construction of roads, link roads, pathways or any other road with or without drainage system",WS/MP18317/2025-2026/166215,GHAZIPUR(DISTRICT MAGISTRAE GHAZIPUR_IDA),Dr. Sangeeta Balwant (2024-30) (2024-2030),Elected MP,,PRAKASH CONSTRUCTION CHAWANILINE,Payment Success,126176
7134,Uttar Pradesh,"Construction of roads, link roads, pathways or any other road with or without drainage system",WS/MP18317/2025-2026/166217,GHAZIPUR(DISTRICT MAGISTRAE GHAZIPUR_IDA),Dr. Sangeeta Balwant (2024-30) (2024-2030),Elected MP,,PRAKASH CONSTRUCTION CHAWANILINE,Payment Success,372173
7135,Uttar Pradesh,"Construction of roads, link roads, pathways or any other road with or without drainage system",WS/MP18317/2025-2026/166217,GHAZIPUR(DISTRICT MAGISTRAE GHAZIPUR_IDA),Dr. Sangeeta Balwant (2024-30) (2024-2030),Elected MP,,PRAKASH CONSTRUCTION CHAWANILINE,Payment Success,50736
7136,Uttar Pradesh,"Construction of roads, link roads, pathways or any other road with or without drainage system",WS/MP18317/2025-2026/190889,GHAZIPUR(DISTRICT MAGISTRAE GHAZIPUR_IDA),Dr. Sangeeta Balwant (2024-30) (2024-2030),Elected MP,,PRAKASH CONSTRUCTION CHAWANILINE,Payment Success,128018
7137,Uttar Pradesh,"Construction of roads, link roads, pathways or any other road with or without drainage system",WS/MP18317/2025-2026/166220,GHAZIPUR(DISTRICT MAGISTRAE GHAZIPUR_IDA),Dr. Sangeeta Balwant (2024-30) (2024-2030),Elected MP,,PRAKASH CONSTRUCTION CHAWANILINE,Payment Success,405906
7138,Uttar Pradesh,"Construction of roads, link roads, pathways or any other road with or without drainage system",WS/MP18317/2025-2026/166220,GHAZIPUR(DISTRICT MAGISTRAE GHAZIPUR_IDA),Dr. Sangeeta Balwant (2024-30) (2024-2030),Elected MP,,PRAKASH CONSTRUCTION CHAWANILINE,Payment Success,154374
7139,Uttar Pradesh,"Construction of roads, link roads, pathways or any other road with or without drainage system",WS/MP18317/2025-2026/221979,GHAZIPUR(DISTRICT MAGISTRAE GHAZIPUR_IDA),Dr. Sangeeta Balwant (2024-30) (2024-2030),Elected MP,,PRAKASH CONSTRUCTION CHAWANILINE,Payment Success,947801
7140,Uttar Pradesh,"Construction of roads, link roads, pathways or any other road with or without drainage system",WS/MP18317/2025-2026/221983,GHAZIPUR(DISTRICT MAGISTRAE GHAZIPUR_IDA),Dr. Sangeeta Balwant (2024-30) (2024-2030),Elected MP,,PRAKASH CONSTRUCTION CHAWANILINE,Payment Success,702046
7141,Uttar Pradesh,"Construction of roads, link roads, pathways or any other road with or without drainage system",WS/MP18317/2025-2026/221985,GHAZIPUR(DISTRICT MAGISTRAE GHAZIPUR_IDA),Dr. Sangeeta Balwant (2024-30) (2024-2030),Elected MP,,PRAKASH CONSTRUCTION CHAWANILINE,Payment Success,652595
7142,Uttar Pradesh,"Construction of roads, link roads, pathways or any other road with or without drainage system",WS/MP18317/2025-2026/221986,GHAZIPUR(DISTRICT MAGISTRAE GHAZIPUR_IDA),Dr. Sangeeta Balwant (2024-30) (2024-2030),Elected MP,,PRAKASH CONSTRUCTION CHAWANILINE,Payment Success,897601
7143,Uttar Pradesh,"Construction of roads, link roads, pathways or any other road with or without drainage system",WS/MP18317/2025-2026/221987,GHAZIPUR(DISTRICT MAGISTRAE GHAZIPUR_IDA),Dr. Sangeeta Balwant (2024-30) (2024-2030),Elected MP,,PRAKASH CONSTRUCTION CHAWANILINE,Payment Success,748502
7144,Uttar Pradesh,"Construction of roads, link roads, pathways or any other road with or without drainage system",WS/MP18317/2025-2026/221989,GHAZIPUR(DISTRICT MAGISTRAE GHAZIPUR_IDA),Dr. Sangeeta Balwant (2024-30) (2024-2030),Elected MP,,PRAKASH CONSTRUCTION CHAWANILINE,Payment Success,222527
7145,Uttar Pradesh,"Construction of roads, link roads, pathways or any other road with or without drainage system",WS/MP18317/2025-2026/221992,GHAZIPUR(DISTRICT MAGISTRAE GHAZIPUR_IDA),Dr. Sangeeta Balwant (2024-30) (2024-2030),Elected MP,,PRAKASH CONSTRUCTION CHAWANILINE,Payment Success,334167
7146,Rajasthan,Construction of rooms and halls in school and colleges,WS/MP148/2024-2025/133078,ALWAR(DISTRICT COLLECTOR ALWAR_IDA),Shri Randeep Singh Surjewala (2022-28) (2022-2028),Elected MP,,SANTOSH GENERAL STORE,Payment Success,15175
7147,Punjab,Construction of community centers and community halls,WS/MP235/2025-2026/263616,FEROZEPUR(DEPUTY COMMISSIONER FIROZEPUR_IDA),Dr. Sandeep Kumar Pathak (2022-28) (2022-2028),Elected MP,,DD BKO,Payment Success,50000
7148,Rajasthan,Construction of public libraries and reading rooms,WS/MP18285/2024-2025/145261,JAISALMER(DISTRICT COLLECTOR JAISLAMER_IDA),Shri Chunnilal Garasiya (2024-30) (2024-2030),Elected MP,,SHREE CHARBHUJA CONSTRUCTION CO,Payment Success,303015
7149,Rajasthan,Construction of public libraries and reading rooms,WS/MP18285/2024-2025/145261,JAISALMER(DISTRICT COLLECTOR JAISLAMER_IDA),Shri Chunnilal Garasiya (2024-30) (2024-2030),Elected MP,,SHREE CHARBHUJA CONSTRUCTION CO,Payment Success,196985
7150,Uttar Pradesh,Construction of rooms and halls in school and colleges,WS/MP18387/2025-2026/178383,Kushinagar(DISTRICT MAGISTRATE KUSHINAGAR PADRAUNA_IDA),Shri Ratanjit Pratap Narain Singh (2024-30) (2024-2030),Elected MP,,Gajraj Singh Intermediate collage,Payment Success,240000
7151,Maharashtra,Construction of additional rooms and halls in the existing public and community building,WS/MP18294/2025-2026/134431,PUNE(DISTRICT COLLECTOR PUNE_IDA),Shri Praful Patel (2024-30) (2024-2030),Elected MP,,Kiran Anil Bhagat,Payment Success,1480854
7152,Andhra Pradesh,Providing supply pipelines for drinking water,WS/MP18428/2025-2026/217999,Tirupati(DISTRICT COLLECTOR TIRUPATI_IDA),Shri Masthan Rao Yadav Beedha (2024-28) (2024-2028),Elected MP,,GUNDALA SURESH REDDY,Payment Success,499791
7153,Andhra Pradesh,Providing supply pipelines for drinking water,WS/MP18428/2025-2026/218000,Tirupati(DISTRICT COLLECTOR TIRUPATI_IDA),Shri Masthan Rao Yadav Beedha (2024-28) (2024-2028),Elected MP,,GUNDALA SURESH REDDY,Payment Success,499875
7154,Andhra Pradesh,Providing supply pipelines for drinking water,WS/MP18428/2025-2026/218001,Tirupati(DISTRICT COLLECTOR TIRUPATI_IDA),Shri Masthan Rao Yadav Beedha (2024-28) (2024-2028),Elected MP,,GUNDALA SURESH REDDY,Payment Success,499764
7155,Andhra Pradesh,Construction of water tanks,WS/MP18428/2025-2026/218002,Tirupati(DISTRICT COLLECTOR TIRUPATI_IDA),Shri Masthan Rao Yadav Beedha (2024-28) (2024-2028),Elected MP,,GUNDALA SURESH REDDY,Payment Success,498164
7156,Andhra Pradesh,Construction of water tanks,WS/MP18428/2025-2026/218003,Tirupati(DISTRICT COLLECTOR TIRUPATI_IDA),Shri Masthan Rao Yadav Beedha (2024-28) (2024-2028),Elected MP,,GUNDALA SURESH REDDY,Payment Success,498113
7157,Gujarat,Construction of rooms and halls in school and colleges,WS/MP891/2025-2026/161323,MORBI(District collector Morbi_IDA),Shri Kesridevsinh Jhala (2023-29) (2023-2029),Elected MP,,RATIDEVALI GRAM PANCHAYAT,Payment Success,300000
7158,Madhya Pradesh,Construction of culverts and bridges,WS/MP18316/2024-2025/171664,BETUL(DISTRICT COLLECTOR BETUL_IDA),Smt. Maya Naroliya (2024-30) (2024-2030),Elected MP,,SHRI RADHA KRISHNA CONSTRUCTION,Payment Success,104832
7159,Madhya Pradesh,Construction of culverts and bridges,WS/MP18316/2024-2025/171664,BETUL(DISTRICT COLLECTOR BETUL_IDA),Smt. Maya Naroliya (2024-30) (2024-2030),Elected MP,,SHRI RADHA KRISHNA CONSTRUCTION,Payment Success,77788
7160,Madhya Pradesh,Construction of culverts and bridges,WS/MP18316/2024-2025/171664,BETUL(DISTRICT COLLECTOR BETUL_IDA),Smt. Maya Naroliya (2024-30) (2024-2030),Elected MP,,SHRI RADHA KRISHNA CONSTRUCTION,Payment Success,138600
7161,Kerala,Construction of buildings for community cultural activities,WS/MP099/2024-2025/136778,PATHANAMTHITTA(DISTRICT COLLECTOR PATHANAMTHITTA_IDA),Dr. John Brittas (2021-27) (2021-2027),Elected MP,,GIJI VARGHESE,Payment Success,908005
7162,Kerala,"Construction of roads, link roads, pathways or any other road with or without drainage system",WS/MP842/2025-2026/194180,THRISSUR(DISTRICT COLLECTOR THRISSUR_IDA),Smt. P. T. Usha (2022-28) (2022-2028),Nominated MP,,DILEEP I S,Payment Success,999858
7163,Madhya Pradesh,"Construction of roads, link roads, pathways or any other road with or without drainage system",WS/MP18362/2024-2025/145748,MANDSAUR(DISTRICT COLLECTOR MANDSAUR_IDA),Shri Banshilal Gurjar (2024-30) (2024-2030),Elected MP,,Chief municipal officer mandsaur,Payment Success,650000
7164,Madhya Pradesh,"Construction of roads, link roads, pathways or any other road with or without drainage system",WS/MP18362/2025-2026/145765,MANDSAUR(DISTRICT COLLECTOR MANDSAUR_IDA),Shri Banshilal Gurjar (2024-30) (2024-2030),Elected MP,,Chief municipal officer mandsaur,Payment Success,650000
7165,Madhya Pradesh,"Construction of roads, link roads, pathways or any other road with or without drainage system",WS/MP18362/2024-2025/145749,MANDSAUR(DISTRICT COLLECTOR MANDSAUR_IDA),Shri Banshilal Gurjar (2024-30) (2024-2030),Elected MP,,Chief municipal officer mandsaur,Payment Success,500000
7166,Madhya Pradesh,Construction of community centers and community halls,WS/MP18362/2024-2025/145750,MANDSAUR(DISTRICT COLLECTOR MANDSAUR_IDA),Shri Banshilal Gurjar (2024-30) (2024-2030),Elected MP,,Chief municipal officer mandsaur,Payment Success,400000
7167,Madhya Pradesh,"Construction of roads, link roads, pathways or any other road with or without drainage system",WS/MP18362/2024-2025/145752,MANDSAUR(DISTRICT COLLECTOR MANDSAUR_IDA),Shri Banshilal Gurjar (2024-30) (2024-2030),Elected MP,,Chief municipal officer mandsaur,Payment Success,1200000
7168,Madhya Pradesh,"Construction of roads, link roads, pathways or any other road with or without drainage system",WS/MP18362/2024-2025/145766,MANDSAUR(DISTRICT COLLECTOR MANDSAUR_IDA),Shri Banshilal Gurjar (2024-30) (2024-2030),Elected MP,,Chief municipal officer mandsaur,Payment Success,400000
7169,Madhya Pradesh,"Construction of roads, link roads, pathways or any other road with or without drainage system",WS/MP18362/2025-2026/158378,MANDSAUR(DISTRICT COLLECTOR MANDSAUR_IDA),Shri Banshilal Gurjar (2024-30) (2024-2030),Elected MP,,Chief municipal officer mandsaur,Payment Success,500000
7170,Madhya Pradesh,Providing CCTV camera system for security of public areas,WS/MP18362/2025-2026/206183,MANDSAUR(DISTRICT COLLECTOR MANDSAUR_IDA),Shri Banshilal Gurjar (2024-30) (2024-2030),Elected MP,,Chief municipal officer mandsaur,Payment Success,1500000
7171,Himachal Pradesh,Construction of public toilets and bathrooms,WS/MP078/2025-2026/140664,SOLAN(DEPUTY COMMISSIONER SOLAN_IDA),Dr. Sikander Kumar (2022-28) (2022-2028),Elected MP,,Block Development Officer Solan,Payment Success,100000
7172,Kerala,"Construction of roads, link roads, pathways or any other road with or without drainage system",WS/MP102/2024-2025/143812,KOZHIKODE(DISTRICT COLLECTOR KOZHIKODE_IDA),Smt. Jebi Mather Hisham (2022-28) (2022-2028),Elected MP,,SADANANDAN A K,Payment Success,1516587
7173,Kerala,"Construction of roads, link roads, pathways or any other road with or without drainage system",WS/MP096/2025-2026/177173,PALAKKAD(DISTRICT COLLECTOR PALAKKAD_IDA),Shri Abdul Wahab (2021-27) (2021-2027),Elected MP,,MUNEER,Payment Success,701265
7174,Uttar Pradesh,Construction of rooms and halls in school and colleges,WS/MP18387/2025-2026/178380,Kushinagar(DISTRICT MAGISTRATE KUSHINAGAR PADRAUNA_IDA),Shri Ratanjit Pratap Narain Singh (2024-30) (2024-2030),Elected MP,,Bhagat Singh Junior High School,Payment Success,240000
7175,Uttar Pradesh,Installing community drinking water plants,WS/MP019/2025-2026/194968,SONBHADRA(DISTRICT MAGISTRATE SONBHADRA_IDA),Shri Hardeep Singh Puri (2020-26) (2020-2026),Elected MP,,SHIVRAMA TRADERS,Payment Success,704665
7176,Uttar Pradesh,Installing community drinking water plants,WS/MP019/2025-2026/194968,SONBHADRA(DISTRICT MAGISTRATE SONBHADRA_IDA),Shri Hardeep Singh Puri (2020-26) (2020-2026),Elected MP,,SHIVRAMA TRADERS,Payment Success,265199
7177,Tamil Nadu,Setting up of laboratories,WS/MP162/2025-2026/253021,CHENGALPATTU(District Collector Chengalpattu_IDA),Shri S. Kalyanasundaram (2022-28) (2022-2028),Elected MP,,SUHAVI ENTERPRISES,Payment Success,625000
7178,Tamil Nadu,Setting up of laboratories,WS/MP162/2025-2026/253022,CHENGALPATTU(District Collector Chengalpattu_IDA),Shri S. Kalyanasundaram (2022-28) (2022-2028),Elected MP,,SUHAVI ENTERPRISES,Payment Success,625000
7179,Tamil Nadu,Setting up of laboratories,WS/MP162/2025-2026/253023,CHENGALPATTU(District Collector Chengalpattu_IDA),Shri S. Kalyanasundaram (2022-28) (2022-2028),Elected MP,,SUHAVI ENTERPRISES,Payment Success,625000
7180,Tamil Nadu,Setting up of laboratories,WS/MP162/2025-2026/253024,CHENGALPATTU(District Collector Chengalpattu_IDA),Shri S. Kalyanasundaram (2022-28) (2022-2028),Elected MP,,SUHAVI ENTERPRISES,Payment Success,625000
7181,Himachal Pradesh,Construction of culverts and bridges,WS/MP18304/2025-2026/147628,CHAMBA(DEPUTY COMMISSIONER CHAMBA_IDA),Shri Harsh Mahajan (2024-30) (2024-2030),Elected MP,,GRAM PANCHAYAT BAKHATPUR,Payment Success,75000
7182,Himachal Pradesh,Construction of culverts and bridges,WS/MP18304/2025-2026/147628,CHAMBA(DEPUTY COMMISSIONER CHAMBA_IDA),Shri Harsh Mahajan (2024-30) (2024-2030),Elected MP,,GRAM PANCHAYAT BAKHATPUR,Payment Success,75000
7183,Madhya Pradesh,Construction of culverts and bridges,WS/MP106/2025-2026/205970,JABALPUR(DISTRICT COLLECTOR JABALPUR_IDA),Shri Vivek K. Tankha (2022-28) (2022-2028),Elected MP,,SHIV TRADERS,Payment Success,500000
7184,Madhya Pradesh,Construction of culverts and bridges,WS/MP106/2025-2026/205970,JABALPUR(DISTRICT COLLECTOR JABALPUR_IDA),Shri Vivek K. Tankha (2022-28) (2022-2028),Elected MP,,SHIV TRADERS,Payment Success,150000
7185,Madhya Pradesh,Construction of culverts and bridges,WS/MP106/2025-2026/219715,JABALPUR(DISTRICT COLLECTOR JABALPUR_IDA),Shri Vivek K. Tankha (2022-28) (2022-2028),Elected MP,,SHIV TRADERS,Payment Success,500000
7186,Madhya Pradesh,Construction of culverts and bridges,WS/MP106/2025-2026/219715,JABALPUR(DISTRICT COLLECTOR JABALPUR_IDA),Shri Vivek K. Tankha (2022-28) (2022-2028),Elected MP,,SHIV TRADERS,Payment Success,150000
